County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Shasta,2020-04-08T00:00:00,18,3,4,5,2,2
Sierra,2020-04-08T00:00:00,0,0,,,,
Siskiyou,2020-04-08T00:00:00,4,0,0,3,0,1
Solano,2020-04-08T00:00:00,111,2,15,19,8,2
Sonoma,2020-04-08T00:00:00,107,1,6,22,2,5
Stanislaus,2020-04-08T00:00:00,86,0,30,35,11,5
Sutter,2020-04-08T00:00:00,17,2,0,0,,
Tehama,2020-04-08T00:00:00,1,0,0,2,0,0
Trinity,2020-04-08T00:00:00,0,0,0,0,0,0
Tulare,2020-04-08T00:00:00,145,6,7,16,2,5
Tuolumne,2020-04-08T00:00:00,0,0,0,0,0,0
Unassigned,2020-04-08T00:00:00,55,2,,,,
Ventura,2020-04-08T00:00:00,263,7,18,73,9,14
Yolo,2020-04-08T00:00:00,56,3,2,7,1,2
Yuba,2020-04-08T00:00:00,10,0,2,24,1,3
Alameda,2020-04-09T00:00:00,641,17,80,76,44,18
Alpine,2020-04-09T00:00:00,1,0,0,0,0,0
Amador,2020-04-09T00:00:00,2,0,0,0,0,0
Butte,2020-04-09T00:00:00,12,0,1,14,1,4
Calaveras,2020-04-09T00:00:00,5,0,0,0,0,0
Colusa,2020-04-09T00:00:00,3,0,0,0,0,1
Contra Costa,2020-04-09T00:00:00,505,7,37,64,18,12
Del Norte,2020-04-09T00:00:00,2,0,0,2,0,0
El Dorado,2020-04-09T00:00:00,25,0,17,3,0,1
Fresno,2020-04-09T00:00:00,165,3,25,41,10,9
Glenn,2020-04-09T00:00:00,2,0,0,0,0,0
Humboldt,2020-04-09T00:00:00,36,0,2,6,0,2
Imperial,2020-04-09T00:00:00,67,2,14,10,7,3
Inyo,2020-04-09T00:00:00,11,0,9,135,1,0
Kern,2020-04-09T00:00:00,241,2,27,35,16,9
Kings,2020-04-09T00:00:00,5,0,6,6,3,0
Lake,2020-04-09T00:00:00,1,0,0,0,0,1
Lassen,2020-04-09T00:00:00,0,0,0,2,0,0
Los Angeles,2020-04-09T00:00:00,7919,220,1368,758,541,156
Madera,2020-04-09T00:00:00,28,2,0,3,0,2
Marin,2020-04-09T00:00:00,126,7,5,7,2,1
Mariposa,2020-04-09T00:00:00,0,0,0,0,0,0
Mendocino,2020-04-09T00:00:00,4,0,0,0,0,0
Merced,2020-04-09T00:00:00,41,3,1,7,0,2
Modoc,2020-04-09T00:00:00,0,0,0,0,0,0
Mono,2020-04-09T00:00:00,19,1,18,15,0,0
Monterey,2020-04-09T00:00:00,70,3,17,26,5,0
Napa,2020-04-09T00:00:00,27,2,0,7,0,0
Nevada,2020-04-09T00:00:00,23,1,2,4,2,1
Orange,2020-04-09T00:00:00,1105,19,146,117,45,29
Placer,2020-04-09T00:00:00,107,4,18,12,9,1
Plumas,2020-04-09T00:00:00,3,0,0,1,0,0
Riverside,2020-04-09T00:00:00,1083,29,201,159,59,34
Sacramento,2020-04-09T00:00:00,601,21,74,60,31,11
San Benito,2020-04-09T00:00:00,32,2,2,1,1,0
San Bernardino,2020-04-09T00:00:00,717,27,136,269,56,41
San Diego,2020-04-09T00:00:00,1630,40,227,124,98,18
San Francisco,2020-04-09T00:00:00,748,8,88,64,33,13
San Joaquin,2020-04-09T00:00:00,223,14,29,18,12,7
San Luis Obispo,2020-04-09T00:00:00,93,1,2,10,2,8
San Mateo,2020-04-09T00:00:00,630,23,58,14,18,2
Santa Barbara,2020-04-09T00:00:00,232,2,40,18,20,2
Santa Clara,2020-04-09T00:00:00,1301,49,158,65,70,17
Santa Cruz,2020-04-09T00:00:00,73,1,4,14,2,5
Shasta,2020-04-09T00:00:00,22,3,5,7,2,1
Sierra,2020-04-09T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-09T00:00:00,4,0,0,2,0,0
Solano,2020-04-09T00:00:00,118,2,14,9,8,0
Sonoma,2020-04-09T00:00:00,113,1,5,21,2,4
Stanislaus,2020-04-09T00:00:00,93,0,28,30,11,7
Sutter,2020-04-09T00:00:00,17,2,0,0,0,0
Tehama,2020-04-09T00:00:00,1,0,0,1,0,1
Trinity,2020-04-09T00:00:00,0,0,0,0,0,0
Tulare,2020-04-09T00:00:00,147,9,10,11,5,4
Tuolumne,2020-04-09T00:00:00,0,0,0,0,0,0
Unassigned,2020-04-09T00:00:00,53,2,0,0,0,0
Ventura,2020-04-09T00:00:00,273,9,18,69,8,13
Yolo,2020-04-09T00:00:00,59,3,2,4,1,2
Yuba,2020-04-09T00:00:00,13,0,3,18,2,4
Alameda,2020-04-10T00:00:00,706,26,93,71,45,26
Alpine,2020-04-10T00:00:00,1,0,0,0,0,0
Amador,2020-04-10T00:00:00,5,0,0,0,0,0
Butte,2020-04-10T00:00:00,13,0,1,15,1,5
Calaveras,2020-04-10T00:00:00,5,0,0,0,0,0
Colusa,2020-04-10T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-10T00:00:00,537,9,42,30,17,6
Del Norte,2020-04-10T00:00:00,2,0,0,3,0,0
El Dorado,2020-04-10T00:00:00,26,0,17,1,0,1
Fresno,2020-04-10T00:00:00,186,4,27,41,11,9
Glenn,2020-04-10T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-10T00:00:00,36,0,2,10,0,3
Imperial,2020-04-10T00:00:00,70,3,14,12,8,3
Inyo,2020-04-10T00:00:00,11,0,9,135,1,0
Kern,2020-04-10T00:00:00,272,3,33,38,15,5
Kings,2020-04-10T00:00:00,7,0,8,0,3,0
Lake,2020-04-10T00:00:00,3,0,0,1,0,0
Lassen,2020-04-10T00:00:00,0,0,0,2,0,0
Los Angeles,2020-04-10T00:00:00,8384,241,1299,754,514,142
Madera,2020-04-10T00:00:00,29,2,0,5,0,1
Marin,2020-04-10T00:00:00,128,10,6,26,1,1
Mariposa,2020-04-10T00:00:00,0,0,0,0,0,0
Mendocino,2020-04-10T00:00:00,4,0,0,1,0,1
Merced,2020-04-10T00:00:00,56,3,0,2,0,1
Modoc,2020-04-10T00:00:00,0,0,0,0,0,0
Mono,2020-04-10T00:00:00,20,1,0,3,0,0
Monterey,2020-04-10T00:00:00,78,3,18,21,5,1
Napa,2020-04-10T00:00:00,28,2,0,7,0,4
Nevada,2020-04-10T00:00:00,23,1,3,3,2,1
Orange,2020-04-10T00:00:00,1167,17,139,129,69,25
Placer,2020-04-10T00:00:00,112,7,16,11,9,3
Plumas,2020-04-10T00:00:00,3,0,0,0,0,0
Riverside,2020-04-10T00:00:00,1162,38,206,141,57,34
Sacramento,2020-04-10T00:00:00,642,24,70,45,30,13
San Benito,2020-04-10T00:00:00,32,2,2,1,1,0
San Bernardino,2020-04-10T00:00:00,779,24,156,295,66,58
San Diego,2020-04-10T00:00:00,1695,54,230,124,96,14
San Francisco,2020-04-10T00:00:00,797,12,85,46,32,12
San Joaquin,2020-04-10T00:00:00,234,14,26,17,14,5
San Luis Obispo,2020-04-10T00:00:00,97,1,2,3,2,3
San Mateo,2020-04-10T00:00:00,642,21,56,12,18,3
Santa Barbara,2020-04-10T00:00:00,254,2,42,13,19,1
Santa Clara,2020-04-10T00:00:00,1351,52,151,44,67,5
Santa Cruz,2020-04-10T00:00:00,75,1,4,11,3,5
Shasta,2020-04-10T00:00:00,24,3,5,7,2,1
Sierra,2020-04-10T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-10T00:00:00,5,0,0,0,0,0
Solano,2020-04-10T00:00:00,129,2,18,9,9,3
Sonoma,2020-04-10T00:00:00,129,2,4,18,1,6
Stanislaus,2020-04-10T00:00:00,101,0,27,17,11,3
Sutter,2020-04-10T00:00:00,18,2,0,0,0,0
Tehama,2020-04-10T00:00:00,1,0,0,1,0,0
Trinity,2020-04-10T00:00:00,0,0,0,0,0,0
Tulare,2020-04-10T00:00:00,163,11,11,10,6,1
Tuolumne,2020-04-10T00:00:00,0,0,0,0,0,1
Unassigned,2020-04-10T00:00:00,2,0,0,0,0,0
Ventura,2020-04-10T00:00:00,290,9,19,76,8,13
Yolo,2020-04-10T00:00:00,62,2,3,2,1,1
Yuba,2020-04-10T00:00:00,13,1,2,8,1,0
Alameda,2020-04-11T00:00:00,751,26,87,91,46,19
Alpine,2020-04-11T00:00:00,1,0,0,0,0,0
Amador,2020-04-11T00:00:00,6,0,0,0,0,0
Butte,2020-04-11T00:00:00,13,0,2,4,1,1
Calaveras,2020-04-11T00:00:00,5,0,0,1,0,1
Colusa,2020-04-11T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-11T00:00:00,550,12,39,38,15,15
Del Norte,2020-04-11T00:00:00,2,0,0,2,0,1
El Dorado,2020-04-11T00:00:00,29,0,17,2,0,1
Fresno,2020-04-11T00:00:00,201,4,28,63,11,8
Glenn,2020-04-11T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-11T00:00:00,38,0,2,5,0,3
Imperial,2020-04-11T00:00:00,78,3,14,11,7,3
Inyo,2020-04-11T00:00:00,12,0,10,140,1,0
Kern,2020-04-11T00:00:00,304,3,32,52,17,4
Kings,2020-04-11T00:00:00,9,0,10,0,4,0
Lake,2020-04-11T00:00:00,3,0,0,0,0,0
Lassen,2020-04-11T00:00:00,0,0,0,4,0,0
Los Angeles,2020-04-11T00:00:00,8823,265,1362,905,555,135
Madera,2020-04-11T00:00:00,29,2,0,5,0,2
Marin,2020-04-11T00:00:00,136,10,2,27,1,3
Mariposa,2020-04-11T00:00:00,0,0,0,0,0,0
Mendocino,2020-04-11T00:00:00,4,0,0,1,0,1
Merced,2020-04-11T00:00:00,59,3,0,2,0,1
Modoc,2020-04-11T00:00:00,0,0,0,0,0,0
Mono,2020-04-11T00:00:00,20,1,0,3,0,0
Monterey,2020-04-11T00:00:00,78,3,18,17,5,2
Napa,2020-04-11T00:00:00,29,2,0,0,0,0
Nevada,2020-04-11T00:00:00,24,1,3,3,2,1
Orange,2020-04-11T00:00:00,1267,21,144,109,44,20
Placer,2020-04-11T00:00:00,113,7,20,19,7,4
Plumas,2020-04-11T00:00:00,3,0,0,0,0,0
Riverside,2020-04-11T00:00:00,1260,38,232,127,57,26
Sacramento,2020-04-11T00:00:00,685,25,67,46,29,10
San Benito,2020-04-11T00:00:00,33,2,2,2,0,0
San Bernardino,2020-04-11T00:00:00,826,28,153,213,57,42
San Diego,2020-04-11T00:00:00,1763,54,239,118,98,23
San Francisco,2020-04-11T00:00:00,860,12,82,51,28,13
San Joaquin,2020-04-11T00:00:00,244,15,23,14,14,5
San Luis Obispo,2020-04-11T00:00:00,100,1,2,10,2,5
San Mateo,2020-04-11T00:00:00,662,25,54,15,18,2
Santa Barbara,2020-04-11T00:00:00,258,2,40,16,21,4
Santa Clara,2020-04-11T00:00:00,1441,52,146,61,66,8
Santa Cruz,2020-04-11T00:00:00,79,1,4,14,3,6
Shasta,2020-04-11T00:00:00,24,3,5,3,2,0
Sierra,2020-04-11T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-11T00:00:00,5,0,0,0,0,0
Solano,2020-04-11T00:00:00,138,2,13,16,9,4
Sonoma,2020-04-11T00:00:00,131,2,3,19,1,4
Stanislaus,2020-04-11T00:00:00,119,1,23,19,8,4
Sutter,2020-04-11T00:00:00,18,2,0,0,0,0
Tehama,2020-04-11T00:00:00,1,0,0,0,0,0
Trinity,2020-04-11T00:00:00,0,0,0,0,0,0
Tulare,2020-04-11T00:00:00,168,11,12,3,4,2
Tuolumne,2020-04-11T00:00:00,0,0,0,2,0,0
Unassigned,2020-04-11T00:00:00,2,0,0,0,0,0
Ventura,2020-04-11T00:00:00,304,9,22,58,9,11
Yolo,2020-04-11T00:00:00,67,2,3,4,1,0
Yuba,2020-04-11T00:00:00,13,1,2,2,2,0
Alameda,2020-04-12T00:00:00,774,26,91,101,42,21
Alpine,2020-04-12T00:00:00,1,0,0,0,0,0
Amador,2020-04-12T00:00:00,6,0,0,0,0,0
Butte,2020-04-12T00:00:00,13,0,2,0,2,0
Calaveras,2020-04-12T00:00:00,5,0,0,2,0,2
Colusa,2020-04-12T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-12T00:00:00,553,12,46,32,16,3
Del Norte,2020-04-12T00:00:00,2,0,0,2,0,0
El Dorado,2020-04-12T00:00:00,28,0,19,1,0,0
Fresno,2020-04-12T00:00:00,205,4,23,46,11,4
Glenn,2020-04-12T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-12T00:00:00,43,0,2,4,0,2
Imperial,2020-04-12T00:00:00,78,3,18,13,8,1
Inyo,2020-04-12T00:00:00,12,0,10,140,1,0
Kern,2020-04-12T00:00:00,319,3,31,28,18,3
Kings,2020-04-12T00:00:00,9,0,8,0,3,0
Lake,2020-04-12T00:00:00,3,0,0,0,0,0
Lassen,2020-04-12T00:00:00,0,0,0,4,0,0
Los Angeles,2020-04-12T00:00:00,9133,296,1433,715,559,144
Madera,2020-04-12T00:00:00,29,2,0,5,0,0
Marin,2020-04-12T00:00:00,138,10,2,24,1,1
Mariposa,2020-04-12T00:00:00,0,0,0,0,0,0
Mendocino,2020-04-12T00:00:00,4,0,0,0,0,0
Merced,2020-04-12T00:00:00,58,3,0,3,0,2
Modoc,2020-04-12T00:00:00,0,0,0,0,0,0
Mono,2020-04-12T00:00:00,20,1,0,3,0,0
Monterey,2020-04-12T00:00:00,85,3,19,13,4,4
Napa,2020-04-12T00:00:00,29,2,0,0,0,0
Nevada,2020-04-12T00:00:00,24,1,3,1,2,2
Orange,2020-04-12T00:00:00,1283,21,138,108,63,33
Placer,2020-04-12T00:00:00,114,7,19,15,6,3
Plumas,2020-04-12T00:00:00,3,0,0,0,0,0
Riverside,2020-04-12T00:00:00,1330,39,245,142,69,26
Sacramento,2020-04-12T00:00:00,689,25,69,46,28,9
San Benito,2020-04-12T00:00:00,33,2,0,0,0,0
San Bernardino,2020-04-12T00:00:00,827,30,157,172,63,36
San Diego,2020-04-12T00:00:00,1806,55,244,108,99,19
San Francisco,2020-04-12T00:00:00,886,12,92,44,30,7
San Joaquin,2020-04-12T00:00:00,246,15,25,21,10,6
San Luis Obispo,2020-04-12T00:00:00,102,1,2,8,2,4
San Mateo,2020-04-12T00:00:00,664,25,46,31,16,2
Santa Barbara,2020-04-12T00:00:00,261,2,42,7,21,1
Santa Clara,2020-04-12T00:00:00,1461,53,145,51,66,8
Santa Cruz,2020-04-12T00:00:00,80,1,4,15,3,6
Shasta,2020-04-12T00:00:00,24,3,4,3,2,0
Sierra,2020-04-12T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-12T00:00:00,5,0,0,0,0,0
Solano,2020-04-12T00:00:00,136,2,13,19,7,10
Sonoma,2020-04-12T00:00:00,131,2,3,11,1,3
Stanislaus,2020-04-12T00:00:00,117,1,19,19,8,3
Sutter,2020-04-12T00:00:00,18,2,0,0,0,0
Tehama,2020-04-12T00:00:00,1,0,0,3,0,0
Trinity,2020-04-12T00:00:00,0,0,0,0,0,0
Tulare,2020-04-12T00:00:00,166,11,15,4,6,1
Tuolumne,2020-04-12T00:00:00,0,0,0,0,0,0
Unassigned,2020-04-12T00:00:00,2,0,0,0,0,0
Ventura,2020-04-12T00:00:00,306,9,21,65,8,8
Yolo,2020-04-12T00:00:00,67,2,4,4,2,0
Yuba,2020-04-12T00:00:00,13,1,1,0,1,0
Alameda,2020-04-13T00:00:00,821,31,85,81,40,21
Alpine,2020-04-13T00:00:00,1,0,0,0,0,0
Amador,2020-04-13T00:00:00,6,0,0,0,0,0
Butte,2020-04-13T00:00:00,13,0,1,8,1,7
Calaveras,2020-04-13T00:00:00,5,0,0,1,0,1
Colusa,2020-04-13T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-13T00:00:00,581,13,44,44,16,5
Del Norte,2020-04-13T00:00:00,2,0,0,1,0,1
El Dorado,2020-04-13T00:00:00,30,0,19,1,0,1
Fresno,2020-04-13T00:00:00,209,5,22,57,12,8
Glenn,2020-04-13T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-13T00:00:00,44,0,2,8,0,1
Imperial,2020-04-13T00:00:00,83,3,19,8,7,1
Inyo,2020-04-13T00:00:00,12,0,10,150,1,2
Kern,2020-04-13T00:00:00,379,3,39,32,18,1
Kings,2020-04-13T00:00:00,10,0,0,1,0,1
Lake,2020-04-13T00:00:00,3,0,0,2,0,1
Lassen,2020-04-13T00:00:00,0,0,0,4,0,0
Los Angeles,2020-04-13T00:00:00,9367,320,1501,793,570,150
Madera,2020-04-13T00:00:00,29,2,0,4,0,1
Marin,2020-04-13T00:00:00,144,10,2,20,2,1
Mariposa,2020-04-13T00:00:00,0,0,0,3,0,0
Mendocino,2020-04-13T00:00:00,4,0,7,1,3,0
Merced,2020-04-13T00:00:00,60,3,0,4,0,1
Modoc,2020-04-13T00:00:00,0,0,0,0,0,0
Mono,2020-04-13T00:00:00,21,1,0,1,0,0
Monterey,2020-04-13T00:00:00,89,3,22,19,4,2
Napa,2020-04-13T00:00:00,30,2,0,1,0,0
Nevada,2020-04-13T00:00:00,24,1,2,2,2,2
Orange,2020-04-13T00:00:00,1313,21,149,81,54,17
Placer,2020-04-13T00:00:00,116,7,18,9,5,3
Plumas,2020-04-13T00:00:00,3,0,0,1,0,0
Riverside,2020-04-13T00:00:00,1460,50,247,122,66,30
Sacramento,2020-04-13T00:00:00,724,27,73,36,28,7
San Benito,2020-04-13T00:00:00,33,2,1,1,0,0
San Bernardino,2020-04-13T00:00:00,925,31,167,155,60,24
San Diego,2020-04-13T00:00:00,1849,66,243,107,101,24
San Francisco,2020-04-13T00:00:00,959,15,89,48,30,9
San Joaquin,2020-04-13T00:00:00,259,17,26,16,12,8
San Luis Obispo,2020-04-13T00:00:00,107,1,2,5,2,2
San Mateo,2020-04-13T00:00:00,679,25,57,19,18,4
Santa Barbara,2020-04-13T00:00:00,271,2,42,7,21,2
Santa Clara,2020-04-13T00:00:00,1542,60,151,66,65,11
Santa Cruz,2020-04-13T00:00:00,82,1,4,8,3,2
Shasta,2020-04-13T00:00:00,24,3,3,0,2,0
Sierra,2020-04-13T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-13T00:00:00,5,0,0,2,0,2
Solano,2020-04-13T00:00:00,137,2,13,13,7,5
Sonoma,2020-04-13T00:00:00,133,2,3,14,1,3
Stanislaus,2020-04-13T00:00:00,132,2,21,22,9,5
Sutter,2020-04-13T00:00:00,18,2,0,0,0,0
Tehama,2020-04-13T00:00:00,1,0,0,0,0,0
Trinity,2020-04-13T00:00:00,0,0,0,0,0,0
Tulare,2020-04-13T00:00:00,186,13,14,3,6,0
Tuolumne,2020-04-13T00:00:00,0,0,0,0,0,0
Unassigned,2020-04-13T00:00:00,2,0,0,0,0,0
Ventura,2020-04-13T00:00:00,311,9,21,56,9,9
Yolo,2020-04-13T00:00:00,81,2,4,0,2,0
Yuba,2020-04-13T00:00:00,13,1,1,2,0,0
Alameda,2020-04-14T00:00:00,843,37,92,106,34,21
Alpine,2020-04-14T00:00:00,1,0,0,0,0,0
Amador,2020-04-14T00:00:00,6,0,0,0,0,0
Butte,2020-04-14T00:00:00,13,0,1,6,1,6
Calaveras,2020-04-14T00:00:00,5,0,0,1,0,0
Colusa,2020-04-14T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-14T00:00:00,617,13,37,51,15,9
Del Norte,2020-04-14T00:00:00,2,0,0,5,0,4
El Dorado,2020-04-14T00:00:00,30,0,20,3,0,0
Fresno,2020-04-14T00:00:00,244,5,24,45,12,8
Glenn,2020-04-14T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-14T00:00:00,44,0,2,7,0,0
Imperial,2020-04-14T00:00:00,86,3,19,14,6,3
Inyo,2020-04-14T00:00:00,12,0,10,156,0,1
Kern,2020-04-14T00:00:00,453,3,35,23,17,3
Kings,2020-04-14T00:00:00,12,0,8,0,2,0
Lake,2020-04-14T00:00:00,3,0,0,3,0,0
Lassen,2020-04-14T00:00:00,0,0,0,6,0,0
Los Angeles,2020-04-14T00:00:00,9948,360,1587,613,588,115
Madera,2020-04-14T00:00:00,29,2,0,4,0,2
Marin,2020-04-14T00:00:00,147,10,2,23,2,3
Mariposa,2020-04-14T00:00:00,0,0,0,3,0,0
Mendocino,2020-04-14T00:00:00,4,0,0,0,0,0
Merced,2020-04-14T00:00:00,61,3,0,4,0,2
Modoc,2020-04-14T00:00:00,0,0,0,1,0,0
Mono,2020-04-14T00:00:00,22,1,0,1,0,0
Monterey,2020-04-14T00:00:00,98,3,18,13,3,0
Napa,2020-04-14T00:00:00,33,2,0,0,0,0
Nevada,2020-04-14T00:00:00,34,1,3,4,2,1
Orange,2020-04-14T00:00:00,1362,21,147,111,57,31
Placer,2020-04-14T00:00:00,117,7,17,15,5,4
Plumas,2020-04-14T00:00:00,3,0,0,1,0,0
Riverside,2020-04-14T00:00:00,1467,54,235,117,64,36
Sacramento,2020-04-14T00:00:00,737,28,70,46,24,8
San Benito,2020-04-14T00:00:00,34,2,1,1,0,0
San Bernardino,2020-04-14T00:00:00,933,31,166,149,59,43
San Diego,2020-04-14T00:00:00,1932,67,243,109,101,22
San Francisco,2020-04-14T00:00:00,968,15,87,53,28,5
San Joaquin,2020-04-14T00:00:00,280,17,22,10,12,1
San Luis Obispo,2020-04-14T00:00:00,109,1,3,15,2,6
San Mateo,2020-04-14T00:00:00,681,25,55,12,19,4
Santa Barbara,2020-04-14T00:00:00,292,2,42,8,19,1
Santa Clara,2020-04-14T00:00:00,1561,66,144,47,66,5
Santa Cruz,2020-04-14T00:00:00,84,1,4,4,3,0
Shasta,2020-04-14T00:00:00,24,3,1,4,1,2
Sierra,2020-04-14T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-14T00:00:00,5,0,0,0,0,0
Solano,2020-04-14T00:00:00,140,2,12,25,6,4
Sonoma,2020-04-14T00:00:00,133,2,3,9,1,3
Stanislaus,2020-04-14T00:00:00,136,4,18,25,9,7
Sutter,2020-04-14T00:00:00,19,2,0,0,0,0
Tehama,2020-04-14T00:00:00,1,0,0,0,0,0
Trinity,2020-04-14T00:00:00,0,0,0,0,0,0
Tulare,2020-04-14T00:00:00,228,13,15,5,6,0
Tuolumne,2020-04-14T00:00:00,0,0,0,0,0,0
Unassigned,2020-04-14T00:00:00,2,0,0,0,0,0
Ventura,2020-04-14T00:00:00,328,10,24,35,9,7
Yolo,2020-04-14T00:00:00,81,4,3,0,2,0
Yuba,2020-04-14T00:00:00,14,1,1,1,0,1
Alameda,2020-04-15T00:00:00,915,37,81,99,34,11
Alpine,2020-04-15T00:00:00,1,0,0,0,0,0
Amador,2020-04-15T00:00:00,7,0,0,0,0,0
Butte,2020-04-15T00:00:00,14,0,1,5,0,2
Calaveras,2020-04-15T00:00:00,9,0,0,0,0,0
Colusa,2020-04-15T00:00:00,3,0,0,0,0,0
Contra Costa,2020-04-15T00:00:00,645,14,38,41,16,8
Del Norte,2020-04-15T00:00:00,2,0,0,0,0,1
El Dorado,2020-04-15T00:00:00,33,0,0,5,0,1
Fresno,2020-04-15T00:00:00,264,7,25,33,12,2
Glenn,2020-04-15T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-15T00:00:00,47,0,2,5,0,0
Imperial,2020-04-15T00:00:00,115,3,21,13,7,4
Inyo,2020-04-15T00:00:00,12,0,15,163,0,0
Kern,2020-04-15T00:00:00,500,3,40,12,16,1
Kings,2020-04-15T00:00:00,12,1,8,0,2,0
Lake,2020-04-15T00:00:00,4,0,3,3,0,2
Lassen,2020-04-15T00:00:00,0,0,0,6,0,0
Los Angeles,2020-04-15T00:00:00,10416,402,1624,632,600,139
Madera,2020-04-15T00:00:00,30,2,1,6,0,1
Marin,2020-04-15T00:00:00,162,10,4,10,2,4
Mariposa,2020-04-15T00:00:00,0,0,0,4,0,0
Mendocino,2020-04-15T00:00:00,4,0,0,0,0,0
Merced,2020-04-15T00:00:00,74,3,0,0,0,0
Modoc,2020-04-15T00:00:00,0,0,0,0,0,0
Mono,2020-04-15T00:00:00,22,1,0,0,0,0
Monterey,2020-04-15T00:00:00,106,3,20,11,4,1
Napa,2020-04-15T00:00:00,34,2,0,0,0,0
Nevada,2020-04-15T00:00:00,34,1,3,4,2,1
Orange,2020-04-15T00:00:00,1377,22,156,103,73,27
Placer,2020-04-15T00:00:00,123,7,13,11,2,4
Plumas,2020-04-15T00:00:00,4,0,0,0,0,0
Riverside,2020-04-15T00:00:00,1723,59,207,155,70,29
Sacramento,2020-04-15T00:00:00,839,28,66,60,20,14
San Benito,2020-04-15T00:00:00,34,2,1,0,0,0
San Bernardino,2020-04-15T00:00:00,1063,37,149,109,65,39
San Diego,2020-04-15T00:00:00,2014,67,236,112,98,23
San Francisco,2020-04-15T00:00:00,1006,17,87,84,25,7
San Joaquin,2020-04-15T00:00:00,329,17,21,21,10,3
San Luis Obispo,2020-04-15T00:00:00,112,1,2,6,2,4
San Mateo,2020-04-15T00:00:00,707,25,53,18,14,4
Santa Barbara,2020-04-15T00:00:00,317,2,37,7,17,2
Santa Clara,2020-04-15T00:00:00,1692,66,144,42,65,6
Santa Cruz,2020-04-15T00:00:00,92,1,4,2,3,2
Shasta,2020-04-15T00:00:00,25,3,1,1,1,0
Sierra,2020-04-15T00:00:00,0,0,0,0,0,0
Siskiyou,2020-04-15T00:00:00,5,0,2,0,0,2
Solano,2020-04-15T00:00:00,153,2,9,14,6,4
Sonoma,2020-04-15T00:00:00,140,2,3,13,1,7
Stanislaus,2020-04-15T00:00:00,174,4,19,17,7,4
Sutter,2020-04-15T00:00:00,19,2,0,0,0,0
Tehama,2020-04-15T00:00:00,1,1,0,0,0,0
Trinity,2020-04-15T00:00:00,0,0,0,0,0,0
Tulare,2020-04-15T00:00:00,289,15,18,3,7,0
Tuolumne,2020-04-15T00:00:00,1,0,0,0,0,0
Unassigned,2020-04-15T00:00:00,2,0,0,0,0,0
Ventura,2020-04-15T00:00:00,365,13,25,57,8,16
Yolo,2020-04-15T00:00:00,93,7,2,1,2,0
Yuba,2020-04-15T00:00:00,15,1,0,2,0,2
Alameda,2020-04-16T00:00:00,981,44,73,82,31,9
Alpine,2020-04-16T00:00:00,1,0,0,0,0,0
Amador,2020-04-16T00:00:00,7,0,0,0,0,0
Butte,2020-04-16T00:00:00,15,0,1,10,0,3
Calaveras,2020-04-16T00:00:00,10,0,0,1,0,1
Colusa,2020-04-16T00:00:00,3,0,0,1,0,1
Contra Costa,2020-04-16T00:00:00,675,16,37,59,14,13
Del Norte,2020-04-16T00:00:00,2,0,0,3,0,0
El Dorado,2020-04-16T00:00:00,34,0,0,5,0,0
Fresno,2020-04-16T00:00:00,289,7,33,33,12,4
Glenn,2020-04-16T00:00:00,3,0,0,0,0,0
Humboldt,2020-04-16T00:00:00,47,0,1,5,4,2
Imperial,2020-04-16T00:00:00,132,3,21,7,9,1
Inyo,2020-04-16T00:00:00,17,0,0,3,0,1
Kern,2020-04-16T00:00:00,587,3,41,19,17,0
Kings,2020-04-16T00:00:00,12,1,8,0,2,0
Lake,2020-04-16T00:00:00,6,0,1,0,0,0
Lassen,2020-04-16T00:00:00,0,0,0,5,0,0
Los Angeles,2020-04-16T00:00:00,10786,455,1679,620,594,108
Madera,2020-04-16T00:00:00,34,2,0,7,0,0
Marin,2020-04-16T00:00:00,170,10,5,7,2,1
Mariposa,2020-04-16T00:00:00,1,0,0,1,0,0
Mendocino,2020-04-16T00:00:00,4,0,0,0,0,0
Merced,2020-04-16T00:00:00,76,3,1,1,0,0
Modoc,2020-04-16T00:00:00,0,0,0,2,0,0
Mono,2020-04-16T00:00:00,22,1,0,0,0,0
Monterey,2020-04-16T00:00:00,116,3,20,22,4,0
Napa,2020-04-16T00:00:00,44,2,0,0,0,0
